dia,hora,autor,mensaje,editado
2023-12-11,62328.0,Venegas,Hpta,False
2023-12-11,62415.0,Felix,‎sticker omitted,False
2023-12-11,80113.0,Javier Hernández,"My friend, the least traumatized:",False
2023-12-12,26925.0,Dixon Montero,‎This message has been deleted.,False
2023-12-12,39788.0,Javier Hernández,‎sticker omitted,False
2023-12-12,82335.0,Sebas,‎image omitted,False
2023-12-12,82345.0,Sebas,‎image omitted,False
2023-12-12,82483.0,Luis Fer Amey,The lows of the lows,False
2023-12-12,82721.0,Felix,‎sticker omitted,False
2023-12-12,83362.0,Sebas,‎image omitted,False
2023-12-12,83370.0,Sebas,‎image omitted,False
2023-12-12,83406.0,Sebas,‎image omitted,False
2023-12-12,83426.0,Javier Hernández,Very healthy @50686093714 drinking lemonades,False
2023-12-12,83459.0,Gustavo Amador,"Water yes, coke no.",False
2023-12-12,85291.0,Sebas,‎Video omitted,False
2023-12-13,46420.0,Corella,HAHAHA,False
2023-12-13,46425.0,Corella,what a great tony,False
2023-12-13,61407.0,Venegas,Probability - Cambronero.pdf • 152 pages document omitted,False
2023-12-13,61408.0,Venegas,Theoretical Probability Notes - Cambronero.pdf • ‎122 pages ‎document omitted,False
2023-12-13,61431.0,Venegas,"There I break those jewels of the Doctor in Proba, Cambro God",False
2023-12-15,87072.0,Javier Hernández,The teacher sent the notes with VBA,False
2023-12-15,87073.0,Javier Hernández,HAHAHA,False
2023-12-15,87130.0,Adrian,Mae all fine,False
2023-12-15,87139.0,Javier Hernández,Cracked yes,False
2023-12-15,87139.0,Adrian,I was lost for like the first 5 seconds hahaha,False
2023-12-15,87463.0,Luis Fer Amey,Fine,False
2023-12-15,87526.0,Andrés Montero,Only my exam grade went up? :0,False
2023-12-15,87540.0,Javier Hernández,"I think, I think, that he put that column wrong.",False
2023-12-15,87542.0,Juan Pablo M.,They lowered it for me,False
2023-12-15,87544.0,Juan Pablo M.,‎sticker omitted,False
2023-12-15,87545.0,Javier Hernández,Because he put it lower for me,False
2023-12-15,87550.0,Javier Hernández,There is a gap there hahaha,False
2023-12-15,87557.0,Javier Hernández,XLOOKUP failed,False
2023-12-15,87558.0,Andrés Montero,"Mae I don't know, I change my notes HAHAHA",False
2023-12-15,87557.0,Luis Fer Amey,He put the column of the first exam wrong,False
2023-12-15,87573.0,Javier Hernández,"That is, it is general",False
2023-12-15,87574.0,Javier Hernández,What a scare,False
2023-12-15,87575.0,Javier Hernández,Ha ha ha,False
2023-12-15,87575.0,Gustavo Amador,You have to lower points for the program,False
2023-12-15,87584.0,Juan Pablo M.,HAHAHAHA,False
2023-12-15,87585.0,Javier Hernández,And he is not commenting,False
2023-12-15,87587.0,Javier Hernández,-10,False
2023-12-15,87590.0,Juan Pablo M.,‎sticker omitted,False
2023-12-15,87593.0,Juan Pablo M.,basically,False
2023-12-15,87597.0,Javier Hernández,HA HA HA HA HA HA,False
2023-12-15,88006.0,Adrian,"Mae, am I the only one who gave it a good grade? At least I would have raised my grade a little bit:(",False
2023-12-15,88031.0,Andrés Montero,My exams went up quite a bit,False
2023-12-15,88050.0,Luis Fer Amey,Say if Webon will surely hit it 100,False
2023-12-15,88116.0,Javier Hernández,Maybe it's out of date but it coincided with you,False
2023-12-15,88126.0,Javier Hernández,"I think it's just the first one, I don't know.",False
2023-12-15,88145.0,Adrian,"Mae after a while why did I repo the first one? I don't know, that man is half a boomer xD",False
2023-12-15,88152.0,Adrian,It is clear that he is an old-school actuary.,False
2023-12-15,88686.0,Gustavo Amador,My first grade went up... I don't know about the second one.,False
2023-12-15,47126.0,Corella,It turned out the same to me xd,False
2023-12-15,47126.0,Corella,And no idea about the second exam,False
2023-12-15,47143.0,Javier Hernández,"Well, yes, we can't know from the second exam HAHAHA",False
2023-12-15,47153.0,Corella,Yes yes hahaha,False
2023-12-15,47153.0,Corella,That's why,False
2023-12-15,47162.0,Juan Pablo M.,I'm afraid to ask and have my grade lowered,False
2023-12-15,47170.0,Juan Pablo M.,‎sticker omitted,False
2023-12-16,78351.0,Sebas,Has anyone already been able to see the tools exam grade?,False
2023-12-16,78388.0,Adrian,I don't have any enrolled courses xD,False
2023-12-16,78393.0,Sebas,Ok ok yes,False
2023-12-16,78395.0,Sebas,HAHAHA,False
2023-12-16,78401.0,Sebas,All good then,False
2023-12-16,78406.0,Sebas,Thank you,False
2023-12-16,78857.0,Luis Fer Amey,Mediation got us all out,False
2023-12-16,78868.0,Luis Fer Amey,"If you want the grade, ask the teacher.",False
2023-12-16,78878.0,Sebas,Ok ok,False
2023-12-16,78883.0,Sebas,Thank you,False
2023-12-17,70352.0,Adrian,‎Adrian posted a message.,False
2023-12-18,52786.0,Javier Hernández,"Hey, how is it that the statistics guys are going to take our maths?",False
2023-12-18,52791.0,Javier Hernández,‎sticker omitted,False
2023-12-18,52800.0,Javier Hernández,Has anyone heard anything?,False
2023-12-18,53017.0,Ashley Padilla,No 😳,False
2023-12-18,53027.0,Ashley Padilla,And nothing about that has yet been discussed in Mate's Assembly ‎,True
2023-12-18,53152.0,Javier Hernández,‎sticker omitted,False
2023-12-18,53169.0,Javier Hernández,We have to wait until next year to see what happens with that.,False
2023-12-18,54177.0,Gustavo Amador,A statistics teacher had told me something like that... but nowhere has anything been said,False
2023-12-18,54313.0,Javier Hernández,"Exactly, that's why I asked",False
2023-12-18,54352.0,Javier Hernández,The statistics people are talking about it but in mate I think nothing has been said,False
2023-12-18,54361.0,Javier Hernández,Surely next year we will realize,False
2023-12-18,54663.0,Venegas,HAHAHAHAHAHAHAHAHA,False
2023-12-18,54677.0,Venegas,Those in electrical engineering are the ones who want,False
2023-12-18,54693.0,Venegas,Statistics with how shit it is 😂😂😂,False
2023-12-18,54717.0,Javier Hernández,"I wouldn't laugh so much, rather the statistics people don't want to and that's why they're scared hahaha",False
2023-12-18,54719.0,Venegas,"But objectively, statistics belongs to the math school.",False
2023-12-18,54725.0,Venegas,Xdddd,False
2023-12-18,54734.0,Venegas,We don't want either,False
2023-12-18,54744.0,Venegas,I don't want dirty blood with us,False
2023-12-18,54750.0,Javier Hernández,Ha ha ha,False
2023-12-18,54753.0,Javier Hernández,Hopefully not,False
2023-12-18,54758.0,Javier Hernández,‎sticker omitted,False
2023-12-18,54773.0,Venegas,"After that, they carry economic mate",False
2023-12-18,54784.0,Venegas,And they want to jump to demonstrate according to them,False
2023-12-18,54794.0,Venegas,Who would have been the beast?,False
2023-12-18,54997.0,Venegas,soft jujuy,False
2023-12-18,55000.0,Venegas,stop everything,False
2023-12-18,55003.0,Venegas,Toroou,False
2023-12-18,55009.0,Venegas,Toropu is going to give his opinion,False
2023-12-18,55017.0,Venegas,😳😳😳,False
2023-12-18,55060.0,Anthony,"The mate assembly had already made a decision regarding that, it was at the beginning of this year or the end of last year",False
2023-12-18,55070.0,Venegas,AND?,False
2023-12-18,55074.0,Anthony,"I voted for the rod, but I don't remember what happened.",False
2023-12-18,55079.0,Anthony,I don't even remember that I voted,False
2023-12-18,55082.0,Venegas,say yes,False
2023-12-18,55091.0,Venegas,I shit in Sauma,False
2023-12-18,55112.0,Anthony,To chili yes,False
2023-12-18,55296.0,Javier Hernández,X3,False
2023-12-18,56685.0,Luis Fer Amey,HAHAHAHAHA,False
2023-12-18,56695.0,Luis Fer Amey,The blame always ends in Sauma,False
2023-12-18,57360.0,Javier Hernández,We should make a sticker,False
2023-12-18,59684.0,Luis Fer Amey,I support the idea,False
2023-12-18,59691.0,Luis Fer Amey,Only I don't do it hahaha,False
2023-12-18,61473.0,Adrian,"Maes, I had heard that statistics was quite fixed. The new mattes are the same, which is not the same as the pure mattes. But jumping from economic calculations to actuarial calculations does sound like suicide xDD",False
2023-12-18,61538.0,Adrian,"But I'm honest with you. If I believe anyone can pass it, it's those in statistics. Although they have mate duck at the beginning, I have seen that their career courses are quite complete",False
2023-12-18,61977.0,Venegas,"I honestly don't know, I haven't been to a single statistics course, until this summer when I'll go to one as a listener, but I know people who have both majors and they say it's very easy.",False
2023-12-18,61983.0,Venegas,People***,False
2023-12-18,62045.0,Adrian,"Let's see, being honest as well as actuarial, almost any career is very easy. For example, economics is a joke on par with actuarial studies, except that for us it is a yawn to take economics courses.",False
2023-12-18,62070.0,Venegas,Cough cough: Macro,False
2023-12-18,62989.0,Luis Fer Amey,Xddd,False
2023-12-18,63040.0,Luis Fer Amey,I want to see it in macro hahaha,False
2023-12-18,63133.0,Andrés Montero,‎sticker omitted,False
2023-12-18,63714.0,Venegas,"Don't worry my king, I'm going to rotate macro packs, you can even ask me if you want, I didn't exempt myself, but I remember the rod very well",False
2023-12-18,63731.0,Andrés Montero,share share,False
2023-12-18,63735.0,Luis Fer Amey,We can rotate solved exams too,False
2023-12-18,63743.0,Venegas,I haven't taken a photo xddd,False
2023-12-18,63744.0,Luis Fer Amey,They are very useful,False
2023-12-18,63755.0,Andrés Montero,‎sticker omitted,False
2023-12-18,63771.0,Ashley Padilla,It hasn't even happened to me 😒,False
2023-12-18,63773.0,Venegas,"I confirm, for that reason the tiles are held by Laura, Fabián and Marco, in case you want to see the ak7 exam",False
2023-12-18,63792.0,Venegas,But the thing is that macro you have to use the keywords only,False
2023-12-18,63812.0,Venegas,"And you're doing well, what happens is that in the race, those fucking rods go away.",False
2023-12-18,63817.0,Venegas,But if it happens chill,False
2023-12-18,63826.0,Venegas,With normal effort,False
2023-12-18,70619.0,Adrian,if micro had happened HAHAHAHA. I let that dick die in a way xD,False
2023-12-18,70630.0,Venegas,Noooo,False
2023-12-18,70634.0,Venegas,Mamapichas,False
2023-12-18,70639.0,Venegas,But you were doing great,False
2023-12-18,70642.0,Venegas,What's the matter,False
2023-12-18,70649.0,Venegas,😞😞🖕🏻,False
2023-12-18,70697.0,Adrian,"Those courses are stopped, I passed the 4 that mattered. Micro and macro what I'll spend two years from now doesn't matter to me hahaha. Juanga already told me that I can raise requirements.",False
2023-12-18,70732.0,Adrian,"Mae but to be honest, it was mine and Javier's fault. Because although it is true that the last month and the rest of the classes I didn't go even once xD, but I couldn't study well for ampl so I didn't even go to do it",False
2023-12-18,70758.0,Adrian,by tools 🫠,False
2023-12-18,70835.0,Javier Hernández,Don't blame me 😡,False
2023-12-18,70853.0,Venegas,Xdddd,False
2023-12-19,80127.0,Andrés Montero,Do I change anyone's grade in the new teacher file?,False
2023-12-19,80129.0,Andrés Montero,‎sticker omitted,False
2023-12-19,84610.0,Javier Hernández,He only changed those of the people who made complaints.,False
2023-12-21,30463.0,Venegas,The statistics people are asking for that bomb by 2025,False
2023-12-21,30472.0,Venegas,Not for 2024,False
2023-12-21,30479.0,Venegas,But I have no idea if it will be accepted,False
2023-12-21,34841.0,Javier Hernández,‎sticker omitted,False
2023-12-21,34852.0,Javier Hernández,It sounds to me like they are accepted :/,False
2023-12-21,34943.0,Venegas,x2,False
2023-12-21,34953.0,Venegas,I hope they burst them xd for toads,False
2023-12-21,34967.0,Venegas,They are already going to start prostituting actuaries,False
2023-12-21,34971.0,Venegas,For pure silver,False
2023-12-21,34977.0,Venegas,How to get the master's degree,False
2023-12-21,34987.0,Sebas,strike strike,False
2023-12-21,35006.0,Sebas,Our right to be UCR,False
2023-12-21,35008.0,Sebas,HAHAHA,False
2023-12-21,35094.0,Venegas,Bad rotten school,False
2023-12-21,35118.0,Venegas,At least law and medicine do have dignity,False
2023-12-21,35181.0,Javier Hernández,It was to be expected because separating the math made the groups very small.,False
2023-12-21,35198.0,Venegas,"Say mae, they go from course to course",False
2023-12-21,35204.0,Javier Hernández,2026: statistics becomes part of the mathematics school,False
2023-12-21,35212.0,Venegas,"As Sebas said, if the dick is so much that they go overboard",False
2023-12-21,35221.0,Venegas,And they will give birth like us,False
2023-12-21,35223.0,Javier Hernández,It will never be everything,False
2023-12-21,35227.0,Venegas,Not that they are starting to take courses,False
2023-12-21,35235.0,Venegas,And then they accept them into the master's degree,False
2023-12-21,35241.0,Javier Hernández,It's like the programming people complain that we do their programming.,False
2023-12-21,35241.0,Venegas,For carrying the same mate as us,False
2023-12-21,35245.0,Javier Hernández,Or those of economics,False
2023-12-21,35245.0,Venegas,And courses like that,False
2023-12-21,35249.0,Venegas,Carepichas,False
2023-12-21,35273.0,Venegas,"You know that in the market, an economist with a master's degree in actuarial or mathematical methods is better",False
2023-12-21,35282.0,Venegas,That I studied actuarial studies?,False
2023-12-21,35289.0,Venegas,"Well, if you didn't know, there you go",False
2023-12-21,35314.0,Venegas,1,False
2023-12-21,35330.0,Venegas,"Yes, but they put a thousand obstacles in our way",False
2023-12-21,35332.0,Javier Hernández,Obviously it is worth hiring someone who has a bachelor's degree and a master's degree.,False
2023-12-21,35335.0,Venegas,To carry your master's degrees,False
2023-12-21,35348.0,Venegas,You are not understanding,False
2023-12-21,35351.0,Javier Hernández,That is why one should always also look for a master's degree.,False
2023-12-21,35366.0,Javier Hernández,Or a postgraduate degree,False
2023-12-21,35367.0,Venegas,"Said by 3 teachers, I am not going to name two, you should already know who one is",False
2023-12-21,35378.0,Venegas,They say that this mastery of methods,False
2023-12-21,35381.0,Venegas,It's pure business,False
2023-12-21,35389.0,Venegas,The courses are actuarial,False
2023-12-21,35420.0,Javier Hernández,It is necessary to give it about 10 years where there are more actuaries in the market and the actuarial positions will be occupied by actuaries,False
2023-12-21,36275.0,Venegas,"Statistician that I see, statistician that I bully (xd)",False
2023-12-23,31259.0,Venegas,‎Change your security code with Venegas.,False
2023-12-23,40226.0,Adrian,"Javier's big-faced teacher, what?",False
2023-12-23,40442.0,Andrés Montero,"Jakaja, true, I had forgotten",False
2023-12-23,40506.0,Adrian,God save that mae has to send someone to ampli. Literally on January 20 apli 💀,False
2023-12-23,41026.0,Javier Hernández,‎sticker omitted,False
2023-12-23,42010.0,Venegas,xdddddd,False
2023-12-23,42022.0,Venegas,"I don't think so, they all happen bro🙌🏻",False
2023-12-23,42033.0,Venegas,"sisisisisi, I shit on Javier",False
2023-12-23,42036.0,Venegas,‎sticker omitted,False
2023-12-23,84084.0,Corella,hey people,False
2023-12-23,84084.0,Corella,I hope you have a happy holiday and a great time ak7!,False
2023-12-24,44639.0,Venegas,I ys edtoy drunk,False
2023-12-24,44651.0,Venegas,peto felix went to everything,False
2023-12-24,44657.0,Venegas,lis tkm,False
2023-12-24,44671.0,Venegas,✝️❣️,False
2023-12-24,79916.0,Venegas,Merry christmas! You are my favorite group!! 🎉🎉,False
2023-12-26,47790.0,~ Heizel Obando Leiva,‎Change your security code with +506 8982 2719.,False
2024-01-02,32688.0,Venegas,‎image omitted,False
2024-01-02,32688.0,Venegas,‎image omitted,False
2024-01-02,32688.0,Venegas,‎image omitted,False
2024-01-02,32689.0,Venegas,‎image omitted,False
2024-01-02,32689.0,Venegas,‎image omitted,False
2024-01-02,33265.0,Gerard,"Alv today is Tuesday, not Monday 😅🤣",False
2024-01-02,33793.0,Venegas,HA HA HA HA HA HA,False
2024-01-02,33806.0,Venegas,COME ON,False
2024-01-02,33811.0,Gerard,Did they start at 9?,False
2024-01-02,33817.0,Dixon Montero,He didn't miss anything,False
2024-01-02,33820.0,Venegas,No,False
2024-01-02,33821.0,Dixon Montero,That old woman hasn't arrived,False
2024-01-02,33822.0,Venegas,come on,False
2024-01-02,33831.0,Venegas,Surely the mother came at 10,False
2024-01-02,33842.0,Dixon Montero,And I don't think it will come,False
2024-01-02,33851.0,Venegas,Juanga,False
2024-01-02,33855.0,Venegas,is writing to him,False
2024-01-02,33863.0,Venegas,He says he must have left and thought it was at 10,False
2024-01-02,34099.0,Venegas,Juanga is calling her,False
2024-01-02,34103.0,Venegas,‎sticker omitted,False
2024-01-02,34210.0,Venegas,*I TOLD THEM*,False
2024-01-02,34216.0,Venegas,THE MAE THOUGHT THAT AT 10,False
2024-01-02,34219.0,Venegas,😂😂😂😂😂😂,False
2024-01-02,34225.0,Venegas,We start at 10,False
2024-01-02,34230.0,Venegas,😂😂😂😂😂,False
2024-01-02,34242.0,Venegas,HAHAHAHAHAHAHAHAHA,False
2024-01-02,34244.0,Venegas,There goes juanga,False
2024-01-02,50509.0,Venegas,toaz.info-ross-primer-curso-de-probibilidadpdf-pr_e90deeb712e911deb9b2f7b362ed30e4.pdf • 545 pages ‎document omitted,False
2024-01-02,50511.0,Venegas,solutions-manual-probability-jim-pitman.pdf • 201 pages document omitted,False
2024-01-02,50520.0,Venegas,"Ross, First Probability Course",False
2024-01-02,50523.0,Venegas,Book_Probability_1.pdf • 564 pages document omitted,False
2024-01-02,50529.0,Venegas,Pitman solver,False
2024-01-02,50533.0,Venegas,Pitman,False
2024-01-02,50538.0,Corella,How great Venegas,False
2024-01-02,50543.0,Venegas,You're welcome bitches,False
2024-01-02,50545.0,Venegas,‎sticker omitted,False
2024-01-02,50577.0,Corella,Were those the ones the teacher mentioned today? In addition to the other one I had already sent,False
2024-01-02,50592.0,Venegas,Yeah,False
2024-01-02,50595.0,Corella,Nice,False
2024-01-02,50598.0,Corella,‎sticker omitted,False
2024-01-02,50602.0,Venegas,Those two are the complementary ones that the teacher says,False
2024-01-02,50605.0,Venegas,https://youtube.com/playlist?list=PLOy2IullCo2wWLcEAJrJkA0RNmZAC21Ol&si=CDcVYrhxs1L5FgF0,False
2024-01-02,50616.0,Venegas,Cambro God Playlist,False
2024-01-02,50624.0,Venegas,https://youtube.com/playlist?list=PLOy2IullCo2zYVzHB8PoE68KT9W6FRerc&si=prOQSVW9w3uaKa-6,False
2024-01-02,50632.0,Venegas,Another Cambro God playlist,False
2024-01-02,50759.0,Venegas,Apuntes2022.pdf • 122 pages document omitted,False
2024-01-02,50767.0,Venegas,Cambro's notes,False
2024-01-02,50910.0,Venegas,Probability Cambro God.pdf • ‎152 pages ‎document omitted,False
2024-01-02,50925.0,Venegas,"This is another course, it has a touch of more addition bases",False
2024-01-02,50931.0,Venegas,summations,False
2024-01-02,51050.0,Venegas,Class 9.pdf • 112 pages document omitted,False
2024-01-02,51051.0,Venegas,Class 12.pdf • ‎116 pages ‎document omitted,False
2024-01-02,51051.0,Venegas,Class 13.pdf • ‎93 pages ‎document omitted,False
2024-01-02,51051.0,Venegas,Class 11.pdf • 148 pages document omitted,False
2024-01-02,51051.0,Venegas,Class 10.pdf • 73 pages document omitted,False
2024-01-02,51052.0,Venegas,Class 8.pdf • 83 pages document omitted,False
2024-01-02,51052.0,Venegas,Class 2.pdf • 83 pages document omitted,False
2024-01-02,51052.0,Venegas,Class 4.pdf • 83 pages document omitted,False
2024-01-02,51052.0,Venegas,Class 3.pdf • 171 pages document omitted,False
2024-01-02,51053.0,Venegas,Class 7.pdf • 138 pages document omitted,False
2024-01-02,51053.0,Venegas,Class 6.pdf • 119 pages document omitted,False
2024-01-02,51053.0,Venegas,Class 1.pdf • 46 pages document omitted,False
2024-01-02,51053.0,Venegas,Class 5.pdf • ‎65 pages ‎document omitted,False
2024-01-02,51072.0,Venegas,Those PPT are Viquez's Slides,False
2024-01-02,51072.0,Venegas,In case you want to take a look too,False
2024-01-02,51099.0,Venegas,https://youtube.com/playlist?list=PLYeULBCgR9DXFIZY_tX-FCOocFPqfu2IQ&si=iHXZBxwi7iz9Vw6D,False
2024-01-02,51128.0,Venegas,This is a Playlist with Probability Theory,False
2024-01-02,51128.0,Venegas,"It looks *VERY* promising, they demonstrate and the rod",False
2024-01-02,51128.0,Venegas,In case you like to see it,False
2024-01-02,51173.0,Venegas,Grimmett - Probability.pdf • ‎608 pages ‎document omitted,False
2024-01-02,51182.0,Venegas,"I pass the Grimmett again, so that everything is together",False
2024-01-02,51253.0,Venegas,Introduction to Proba.pdf • 132 pages document omitted,False
2024-01-02,51280.0,Venegas,Basic Probability.pdf • 242 pages document omitted,False
2024-01-02,51306.0,Venegas,Introduction to Probability.pdf • ‎530 pages ‎document omitted,False
2024-01-02,51362.0,Venegas,"This last one is the one I'm already reading, I'm on page 368",False
2024-01-02,51391.0,Venegas,"Very good, if you want to take a look at it, honestly, I highly recommend it, it is very intuitive and the demonstrations are not so crude and technical",False
2024-01-02,51512.0,Venegas,Theory of Measure and Probability.pdf • ‎199 pages ‎document omitted,False
2024-01-02,52301.0,Venegas,Solving Probability.pdf • ‎355 pages ‎document omitted,False
2024-01-02,52332.0,Venegas,*FINALLY*,False
2024-01-02,52332.0,Venegas,"The Grimmet solution, I don't know if it is the same edition, but the advanced students passed that on to me, I hope it is useful to us",False
2024-01-02,52334.0,Venegas,‎sticker omitted,False
2024-01-02,52536.0,Venegas,"@50663534216 now yes, read you bastard",False
2024-01-02,52540.0,Venegas,@50663600334,False
2024-01-02,58810.0,Venegas,https://m.youtube.com/watch?v=KWJMRSR-cLc,False
2024-01-02,58838.0,Venegas,"That's from Viquez, there's only that kind",False
2024-01-02,58838.0,Venegas,"But it is introductory, so if you want to see it, here I break it for you",False
2024-01-02,72029.0,Javier Hernández,Venegas with 32 viruses and 7 Trojans after hacking everything,False
2024-01-02,72035.0,Javier Hernández,🤣,False
2024-01-03,29803.0,Venegas,"One question, did anyone go for a consultation?",False
2024-01-03,29808.0,Venegas,🤔🤔🤔🤔,False
2024-01-03,29813.0,Venegas,HA HA HA HA HA HA,False
2024-01-03,29816.0,Venegas,To chili yes!,False
2024-01-03,29894.0,Adrian,Mae playo rest while you can xd. We haven't even seen matter xd,False
2024-01-03,29910.0,Venegas,"That's why I ask, XDDDDD",False
2024-01-03,29920.0,Venegas,Because I just woke up HAHAHAHAHAHAHA,False
2024-01-03,30026.0,Adrian,Happy. One who is from Aserri and has to travel by cart from 6 AM awake :(,False
2024-01-03,30104.0,Venegas,‎sticker omitted,False
2024-01-03,30287.0,Javier Hernández,Not even the teacher arrived at 8,False
2024-01-03,30302.0,Venegas,HAHAHAHA sisisisis,False
2024-01-03,30339.0,Venegas,Today it arrives at 11💀,False
2024-01-03,30390.0,Adrian,"Sorry guys, I thought it was Sunday 💀",False
2024-01-03,34564.0,Corella,It's already arrived,False
2024-01-03,34564.0,Corella,Notice in case you want to come and grab a good place,False
2024-01-03,35153.0,Venegas,Dick,False
2024-01-03,35155.0,Venegas,I'm going late,False
2024-01-03,35156.0,Venegas,XD,False
2024-01-03,35161.0,Venegas,"Corella, please take photos",False
2024-01-03,35163.0,Venegas,‎sticker omitted,False
2024-01-03,38970.0,Javier Hernández,‎image omitted,False
2024-01-03,38995.0,Sebas,‎sticker omitted,False
2024-01-03,39003.0,Venegas,don't fuck,False
2024-01-03,39008.0,Venegas,‎sticker omitted,False
2024-01-03,40202.0,Venegas,‎image omitted,False
2024-01-03,40206.0,Venegas,@50663600334,False
2024-01-03,40220.0,Venegas,Is that what you were saying?,False
2024-01-03,40234.0,Venegas,What did the teacher say about it?,False
2024-01-03,40263.0,Gustavo Amador,AHA,False
2024-01-03,42886.0,Venegas,My lunchbox was left,False
2024-01-03,42888.0,Venegas,in the class,False
2024-01-03,42890.0,Venegas,‎sticker omitted,False
2024-01-03,42891.0,Venegas,‎sticker omitted,False
2024-01-03,42891.0,Venegas,‎sticker omitted,False
2024-01-03,86888.0,Fabian Brenes,‎image omitted,False
2024-01-03,53580.0,Venegas,@50663600334,False
2024-01-03,53588.0,Venegas,Here comes this,False
2024-01-03,53592.0,Venegas,In case you want to read it,False
2024-01-04,32111.0,Venegas,https://t.me/+Mv9fNrG-bb84Zjkx,False
2024-01-04,32131.0,Venegas,https://t.me/+Mv9fNrG-bb84Zjkx,False
2024-01-04,32122.0,Paula,‎Ashley Padilla added Paula.,False
2024-01-04,66785.0,Juan Pablo,‎Juan Pablo joined using this group's invite link,False
2024-01-05,68618.0,Sofía Bocker,‎Change your security code with Sofía Bocker.,False
2024-01-05,70743.0,Venegas,Intro To Probability.pdf • ‎126 pages ‎document omitted,False
2024-01-05,70752.0,Venegas,I tear up Cauchy de Proba's notes,False
2024-01-05,70756.0,Venegas,‎sticker omitted,False
2024-01-05,70793.0,Venegas,You're welcome bitches,False
2024-01-05,70797.0,Venegas,‎sticker omitted,False
2024-01-05,71127.0,Venegas,https://t.me/+Mv9fNrG-bb84Zjkx,False
2024-01-05,71139.0,Venegas,"I'll give you the link to the Telegram group again, as not all of them are there.",False
2024-01-05,71147.0,Venegas,And please rotate them to those who don't have them.,False
2024-01-05,71151.0,Venegas,"Thanks, the tqm",False
2024-01-08,30350.0,Corella,Mediation is already,False
2024-01-08,30350.0,Corella,The only thing is that you have to self-register by searching among the courses called Probability,False
2024-01-08,30350.0,Corella,The key is ca0721.III2023 if I'm not mistaken,False
2024-01-08,30365.0,Venegas,10/10,False
2024-01-08,30365.0,Venegas,Thanks Core,False
2024-01-08,30367.0,Venegas,‎sticker omitted,False
2024-01-08,87559.0,Santiago Actuariales,‎Santiago Actuariales joined using this group's invite link,False
2024-01-08,49010.0,Dixon Montero,Who was the one who had the book?,False
2024-01-08,49014.0,Dixon Montero,👀,False
2024-01-08,49395.0,Gerard,Book of Probation.pdf • ‎281 pages ‎document omitted,False
2024-01-08,49890.0,Dixon Montero,I think the teacher is sucking and has version 3,False
2024-01-08,49900.0,Dixon Montero,Because the numbering does not fit this,False
2024-01-08,49908.0,Dixon Montero,But yes with the 3rd version,False
2024-01-08,49931.0,Corella,I think that if it is that,False
2024-01-08,49938.0,Corella,Because the teacher today was looking for a problem,False
2024-01-08,49948.0,Corella,And if it is in the same place that appears in version 2,False
2024-01-08,50014.0,Corella,‎image omitted,False
2024-01-08,50706.0,Venegas,So?,False
2024-01-08,52108.0,Dixon Montero,‎This message has been deleted.,False
2024-01-08,52112.0,Dixon Montero,This message has been deleted.,False
2024-01-08,52126.0,Dixon Montero,‎This message has been deleted.,False
2024-01-08,52200.0,Dixon Montero,Soft I am the one who is sucking,False
2024-01-08,52210.0,Dixon Montero,🤣🤣🤣,False
2024-01-08,52217.0,Dixon Montero,Things about not knowing English,False
2024-01-08,52260.0,Dixon Montero,From 31 to 33 are the problems,False
2024-01-08,52268.0,Dixon Montero,"According to me, they were the ones who said exercises",False
2024-01-08,52270.0,Dixon Montero,🫠,False
2024-01-08,52406.0,Venegas,Mae for mamapichas call him,False
2024-01-08,52413.0,Venegas,Better go and suck Sebas for a while,False
2024-01-08,52433.0,Dixon Montero,Why don't you come and suck me off?,False
2024-01-08,71817.0,~ Alonso 💥,‎~Alonso 💥 joined using this group's invite link,False
2024-01-09,32166.0,Javier Hernández,.,False
2024-01-09,32173.0,Javier Hernández,https://t.me/+Mv9fNrG-bb84Zjkx,False
2024-01-09,39342.0,Corella,‎image omitted,False
2024-01-10,29757.0,Venegas,Has the teacher arrived yet?,False
2024-01-10,36539.0,Javier Hernández,‎image omitted,False
2024-01-11,30805.0,Venegas,Kembly will give Life Contingencies,False
2024-01-11,30805.0,Venegas,Maykol Solis Statistics,False
2024-01-11,30805.0,Venegas,"I don't remember the name, but Stochastics will be given by the same teacher from last year",False
2024-01-11,30805.0,Venegas,"and Tools ll, it is not yet known",False
2024-01-11,30809.0,Venegas,Javier is tentative,False
2024-01-11,30823.0,Venegas,"I didn't say anything hahaha, classified info",False
2024-01-11,32633.0,Paula,‎sticker omitted,False
2024-01-11,51259.0,Venegas,@50663600334,False
2024-01-11,51277.0,Venegas,"Maes, is Santiago in the group?",False
2024-01-11,51293.0,Venegas,The teacher said that number 9 could be done in words,False
2024-01-11,51294.0,Venegas,?,False
2024-01-11,51306.0,Venegas,"So, does it have to be formal or does it have to be explained?",False
2024-01-11,51519.0,Santiago Actuariales,Hello,False
2024-01-11,51574.0,Santiago Actuariales,"Yes, explain why there is that formula, all the elements let's say",False
2024-01-11,51574.0,Santiago Actuariales,"And yes with words, according to me there is no other way to do it with chapter 1",False
2024-01-11,52045.0,Venegas,Thanks bro,False
2024-01-11,52067.0,Venegas,"Oka oka, I'm going to put it in the telegram group",False
2024-01-11,52073.0,Venegas,because the bitch @50686093714,False
2024-01-11,52074.0,Venegas,He does not believe,False
